Stations: Seattle Duwamish Vly,
QMUs: Pm2.5 Nephelometer | Barometric Pressure | Light Scatter eco_9003_2 | Nitric Oxide (NO_CAPS) | Nitrogen Dioxide (NO2_CAPS) | NItrogen Oxides (NOx_CAPS) | Pm10 MetOne Bam | Pm2.5 Black Carbon_633 | Pm2.5 MetOne Bam | Pm2.5 Partisol  (daily) | Pm2.5 Partisol  (daily) collocated | Pm2.5 uv Absorbance_633 | Temperature | Visual Range | Wind Direction Sonic | Wind Speed Sonic,
Aggregates: 1-Hour Average,
Query Start Date: 5/13/2026 ,
Query End Date: 5/20/2026,
File Creation Date: 5/23/2026,
NOTE: PSCAA developed aggregates in 2017 using standards applicable at that time,,

Observation Time,Seattle Duwamish Vly - Pm25Neph - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - AmbPres - kPa - 1Hr Avg,Seattle Duwamish Vly - LightScatEc2 - bscat10 e-4 - 1Hr Avg,Seattle Duwamish Vly - NO_CAPS - ppb - 1Hr Avg,Seattle Duwamish Vly - NO2_CAPS - ppb - 1Hr Avg,Seattle Duwamish Vly - NOx_CAPS - ppb - 1Hr Avg,Seattle Duwamish Vly - Pm10MetOneBam - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25bc - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25MetOneBam - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25uv - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Temp - degF - 1Hr Avg,Seattle Duwamish Vly - VisualRange - miles - 1Hr Avg,Seattle Duwamish Vly - WD Sonic - deg(frm N) - 1Hr Avg,Seattle Duwamish Vly - WS Sonic - mph - 1Hr Avg
5/14/2026 4:00:00 AM,3.8000000000,1021.0000000000,0.1340000000,0.7710000000,7.3000000000,8.1370000000,18.4000000000,0.3110000000,3.6000000000,0.3300000000,54.0000000000,90.0000000000,182.0000000000,5.1000000000
5/14/2026 5:00:00 AM,3.7000000000,1021.0000000000,0.1300000000,2.7100000000,9.7000000000,12.4990000000,19.8000000000,0.6530000000,5.0000000000,0.6660000000,53.0000000000,91.0000000000,185.0000000000,5.4000000000
5/14/2026 6:00:00 AM,4.0000000000,1021.0000000000,0.1400000000,2.7850000000,7.1000000000,9.9050000000,25.9000000000,0.5150000000,6.4000000000,0.5280000000,55.0000000000,88.0000000000,185.0000000000,6.5000000000
5/14/2026 7:00:00 AM,4.1000000000,1021.0000000000,0.1450000000,3.1530000000,6.6000000000,9.7930000000,41.3000000000,0.6020000000,5.6000000000,0.6380000000,56.0000000000,87.0000000000,184.0000000000,7.6000000000
5/14/2026 8:00:00 AM,4.1000000000,1021.0000000000,0.1450000000,3.2690000000,5.9000000000,9.2290000000,34.8000000000,0.5680000000,5.0000000000,0.5920000000,58.0000000000,87.0000000000,184.0000000000,8.4000000000
5/14/2026 9:00:00 AM,3.9000000000,1021.0000000000,0.1360000000,,,,39.0000000000,0.7500000000,7.3000000000,0.7630000000,60.0000000000,90.0000000000,189.0000000000,8.3000000000
5/14/2026 10:00:00 AM,3.0000000000,1021.0000000000,0.1060000000,,,,28.9000000000,0.6000000000,4.3000000000,0.6150000000,61.0000000000,101.0000000000,189.0000000000,8.3000000000
5/14/2026 11:00:00 AM,3.3000000000,1020.0000000000,0.1150000000,,,,41.0000000000,0.4580000000,4.2000000000,0.4710000000,63.0000000000,97.0000000000,188.0000000000,9.3000000000
5/14/2026 12:00:00 PM,2.5000000000,1020.0000000000,0.0860000000,,,,24.5000000000,0.3160000000,4.4000000000,0.3260000000,62.0000000000,110.0000000000,202.0000000000,9.6000000000
5/14/2026 1:00:00 PM,2.3000000000,1020.0000000000,0.0800000000,,,,28.7000000000,0.3300000000,4.2000000000,0.3490000000,60.0000000000,114.0000000000,204.0000000000,8.8000000000
5/14/2026 2:00:00 PM,2.9000000000,1020.0000000000,0.1000000000,,,,25.1000000000,0.3310000000,4.3000000000,0.3840000000,60.0000000000,104.0000000000,203.0000000000,8.2000000000
5/14/2026 3:00:00 PM,2.7000000000,1020.0000000000,0.0950000000,,,,19.5000000000,0.2360000000,3.3000000000,0.2630000000,61.0000000000,106.0000000000,198.0000000000,8.9000000000
5/14/2026 4:00:00 PM,2.6000000000,1020.0000000000,0.0930000000,,,,20.2000000000,0.1720000000,2.3000000000,0.2010000000,59.0000000000,107.0000000000,200.0000000000,9.6000000000
5/14/2026 5:00:00 PM,2.4000000000,1020.0000000000,0.0850000000,,,,9.6000000000,0.1250000000,2.9000000000,0.1430000000,58.0000000000,110.0000000000,208.0000000000,9.2000000000
5/14/2026 6:00:00 PM,2.1000000000,1020.0000000000,0.0750000000,,,,9.5000000000,0.1930000000,1.8000000000,0.2260000000,58.0000000000,116.0000000000,193.0000000000,7.2000000000
5/14/2026 7:00:00 PM,2.1000000000,1020.0000000000,0.0740000000,,,,11.6000000000,0.2200000000,3.3000000000,0.2640000000,57.0000000000,116.0000000000,198.0000000000,6.9000000000
5/14/2026 8:00:00 PM,2.2000000000,1020.0000000000,0.0760000000,,,,9.7000000000,0.1920000000,4.7000000000,0.2360000000,55.0000000000,116.0000000000,195.0000000000,7.7000000000
5/14/2026 9:00:00 PM,2.2000000000,1020.0000000000,0.0750000000,0.9310000000,7.6000000000,8.5610000000,7.6000000000,0.3390000000,4.7000000000,0.3890000000,54.0000000000,116.0000000000,179.0000000000,6.0000000000
5/14/2026 10:00:00 PM,2.1000000000,1020.0000000000,0.0720000000,0.5420000000,5.7000000000,6.3380000000,9.5000000000,0.1420000000,4.6000000000,0.1650000000,53.0000000000,118.0000000000,183.0000000000,7.4000000000
5/14/2026 11:00:00 PM,2.9000000000,1020.0000000000,0.1010000000,0.1800000000,4.0000000000,4.2060000000,15.1000000000,0.1150000000,3.4000000000,0.1250000000,53.0000000000,103.0000000000,187.0000000000,6.6000000000
5/15/2026 12:00:00 AM,4.2000000000,1021.0000000000,0.1480000000,0.2060000000,3.5000000000,3.7060000000,21.4000000000,0.1000000000,5.7000000000,0.1080000000,52.0000000000,86.0000000000,189.0000000000,6.2000000000
5/15/2026 1:00:00 AM,4.4000000000,1021.0000000000,0.1560000000,0.6460000000,5.6000000000,6.3060000000,17.2000000000,0.0990000000,4.2000000000,0.1120000000,52.0000000000,84.0000000000,179.0000000000,6.2000000000
5/15/2026 2:00:00 AM,4.2000000000,1020.0000000000,0.1480000000,0.4120000000,7.1000000000,7.6060000000,12.0000000000,0.1380000000,4.5000000000,0.1590000000,51.0000000000,86.0000000000,165.0000000000,5.6000000000
5/15/2026 3:00:00 AM,4.7000000000,1020.0000000000,0.1660000000,0.8560000000,8.6000000000,9.5250000000,14.2000000000,0.1880000000,5.3000000000,0.2130000000,51.0000000000,81.0000000000,172.0000000000,5.9000000000
5/15/2026 4:00:00 AM,5.9000000000,1020.0000000000,0.2070000000,0.7520000000,8.9000000000,9.7140000000,28.1000000000,0.2670000000,8.9000000000,0.2930000000,51.0000000000,72.0000000000,180.0000000000,6.8000000000
5/15/2026 5:00:00 AM,4.1000000000,1020.0000000000,0.1450000000,1.9040000000,9.7000000000,11.6080000000,11.9000000000,0.2630000000,6.9000000000,0.3180000000,51.0000000000,87.0000000000,168.0000000000,5.4000000000
5/15/2026 6:00:00 AM,4.3000000000,1021.0000000000,0.1500000000,3.3660000000,10.1000000000,13.4690000000,20.8000000000,0.3770000000,4.7000000000,0.4040000000,51.0000000000,85.0000000000,182.0000000000,8.8000000000
5/15/2026 7:00:00 AM,4.0000000000,1021.0000000000,0.1410000000,3.4820000000,9.7000000000,13.2720000000,20.6000000000,0.3530000000,6.3000000000,0.4170000000,52.0000000000,88.0000000000,183.0000000000,7.6000000000
5/15/2026 8:00:00 AM,3.6000000000,1021.0000000000,0.1270000000,,,,19.3000000000,,5.2000000000,,53.0000000000,92.0000000000,188.0000000000,7.6000000000
5/15/2026 9:00:00 AM,2.7000000000,1021.0000000000,0.0950000000,,,,,,4.1000000000,,50.0000000000,106.0000000000,195.0000000000,7.3000000000
5/15/2026 10:00:00 AM,1.8000000000,1021.0000000000,0.0630000000,,,,5.8000000000,0.3730000000,,0.4210000000,50.0000000000,123.0000000000,190.0000000000,8.1000000000
5/15/2026 11:00:00 AM,1.5000000000,1020.0000000000,0.0520000000,,,,5.9000000000,0.4800000000,2.6000000000,0.5040000000,51.0000000000,130.0000000000,197.0000000000,9.4000000000
5/15/2026 12:00:00 PM,1.7000000000,1020.0000000000,0.0610000000,,,,7.9000000000,0.4350000000,1.7000000000,0.4660000000,53.0000000000,125.0000000000,191.0000000000,9.3000000000
5/15/2026 1:00:00 PM,1.5000000000,1020.0000000000,0.0520000000,,,,8.2000000000,0.4460000000,1.0000000000,0.4830000000,52.0000000000,130.0000000000,191.0000000000,10.3000000000
5/15/2026 2:00:00 PM,1.3000000000,1020.0000000000,0.0440000000,,,,6.3000000000,0.4720000000,0.9000000000,0.4950000000,53.0000000000,136.0000000000,190.0000000000,9.4000000000
5/15/2026 3:00:00 PM,1.2000000000,1019.0000000000,0.0430000000,,,,14.8000000000,0.3880000000,1.0000000000,0.4190000000,54.0000000000,137.0000000000,185.0000000000,9.1000000000
5/15/2026 4:00:00 PM,1.5000000000,1019.0000000000,0.0530000000,,,,8.7000000000,0.3860000000,3.5000000000,0.4220000000,55.0000000000,130.0000000000,186.0000000000,9.2000000000
5/15/2026 5:00:00 PM,1.6000000000,1018.0000000000,0.0570000000,,,,7.0000000000,0.2670000000,3.6000000000,0.3140000000,55.0000000000,127.0000000000,185.0000000000,9.2000000000
5/15/2026 6:00:00 PM,1.7000000000,1018.0000000000,0.0600000000,2.4640000000,9.3000000000,11.8250000000,5.1000000000,0.2440000000,1.5000000000,0.3270000000,53.0000000000,125.0000000000,180.0000000000,7.8000000000
5/15/2026 7:00:00 PM,1.6000000000,1018.0000000000,0.0570000000,1.7060000000,7.7000000000,9.4910000000,4.3000000000,0.2290000000,2.8000000000,0.3100000000,51.0000000000,127.0000000000,168.0000000000,6.1000000000
5/15/2026 8:00:00 PM,1.8000000000,1018.0000000000,0.0620000000,1.4650000000,8.9000000000,10.4440000000,,0.3690000000,2.0000000000,0.4990000000,50.0000000000,123.0000000000,163.0000000000,4.4000000000
5/15/2026 9:00:00 PM,1.7000000000,1018.0000000000,0.0580000000,1.4920000000,8.9000000000,10.4780000000,,0.3560000000,3.6000000000,0.4790000000,49.0000000000,126.0000000000,163.0000000000,5.0000000000
5/15/2026 10:00:00 PM,1.8000000000,1018.0000000000,0.0630000000,1.7250000000,7.9000000000,9.7020000000,,0.1870000000,5.1000000000,0.2460000000,50.0000000000,123.0000000000,172.0000000000,5.7000000000
5/15/2026 11:00:00 PM,1.9000000000,1018.0000000000,0.0680000000,1.3510000000,6.5000000000,7.8640000000,,0.1190000000,3.4000000000,0.1550000000,50.0000000000,120.0000000000,183.0000000000,6.3000000000
5/16/2026 12:00:00 AM,1.9000000000,1018.0000000000,0.0650000000,1.1230000000,7.0000000000,8.1270000000,,0.1080000000,1.9000000000,0.1320000000,49.0000000000,122.0000000000,183.0000000000,5.8000000000
5/16/2026 1:00:00 AM,1.9000000000,1018.0000000000,0.0660000000,1.0020000000,5.3000000000,6.3210000000,,0.0850000000,3.1000000000,0.1110000000,49.0000000000,121.0000000000,177.0000000000,4.6000000000
5/16/2026 2:00:00 AM,1.9000000000,1018.0000000000,0.0670000000,0.9970000000,3.5000000000,4.5770000000,,0.0770000000,4.7000000000,0.0990000000,49.0000000000,120.0000000000,195.0000000000,5.3000000000
5/16/2026 3:00:00 AM,2.1000000000,1019.0000000000,0.0740000000,0.7710000000,3.7000000000,4.4880000000,,0.0940000000,3.9000000000,0.1070000000,49.0000000000,116.0000000000,198.0000000000,4.4000000000
5/16/2026 4:00:00 AM,1.8000000000,1019.0000000000,0.0630000000,1.0460000000,2.2000000000,3.3220000000,,0.0740000000,4.4000000000,0.0830000000,48.0000000000,123.0000000000,197.0000000000,6.0000000000
5/16/2026 5:00:00 AM,1.6000000000,1020.0000000000,0.0550000000,1.5460000000,3.6000000000,5.1750000000,,0.1230000000,4.2000000000,0.1210000000,49.0000000000,128.0000000000,202.0000000000,4.5000000000
5/16/2026 6:00:00 AM,1.8000000000,,0.0610000000,1.7010000000,4.8000000000,6.5280000000,,0.1790000000,,0.2000000000,,124.0000000000,192.0000000000,3.9000000000
5/16/2026 7:00:00 AM,1.5000000000,,0.0530000000,2.1010000000,2.7000000000,4.8060000000,,0.1020000000,,0.1140000000,,129.0000000000,189.0000000000,4.1000000000
5/16/2026 8:00:00 AM,1.4000000000,,0.0490000000,1.6750000000,3.0000000000,4.7740000000,,0.2050000000,,0.2110000000,,133.0000000000,189.0000000000,4.3000000000
5/16/2026 9:00:00 AM,1.6000000000,,0.0570000000,1.6690000000,3.6000000000,5.3680000000,,0.2130000000,,0.2170000000,,127.0000000000,184.0000000000,4.2000000000
5/16/2026 10:00:00 AM,1.8000000000,,0.0640000000,1.5430000000,3.3000000000,4.9160000000,,0.3680000000,,0.2860000000,,123.0000000000,270.0000000000,2.5000000000
5/16/2026 11:00:00 AM,2.1000000000,,0.0720000000,1.7570000000,3.6000000000,5.4300000000,,0.3530000000,,0.3110000000,,118.0000000000,274.0000000000,3.5000000000
5/16/2026 12:00:00 PM,1.9000000000,,0.0680000000,6.1840000000,7.7000000000,13.9670000000,,0.1930000000,,0.2120000000,,120.0000000000,335.0000000000,5.1000000000
5/16/2026 1:00:00 PM,1.8000000000,,0.0630000000,1.6320000000,3.8000000000,5.4940000000,,0.1470000000,,0.1660000000,,123.0000000000,25.0000000000,5.7000000000
5/16/2026 2:00:00 PM,1.4000000000,,0.0480000000,1.1730000000,2.2000000000,3.3800000000,,0.0980000000,,0.1090000000,,133.0000000000,39.0000000000,4.8000000000
5/16/2026 3:00:00 PM,1.8000000000,,0.0630000000,23.0860000000,19.1000000000,42.2270000000,,0.3100000000,,0.3400000000,,124.0000000000,321.0000000000,6.9000000000
5/16/2026 4:00:00 PM,1.8000000000,,0.0610000000,2.1600000000,7.8000000000,10.0030000000,,0.1890000000,,0.2360000000,,124.0000000000,261.0000000000,3.9000000000
5/16/2026 5:00:00 PM,1.4000000000,,0.0470000000,1.1660000000,3.4000000000,4.6620000000,,0.1290000000,,0.1930000000,,134.0000000000,250.0000000000,3.5000000000
5/16/2026 6:00:00 PM,1.0000000000,,0.0360000000,0.8940000000,2.2000000000,3.1510000000,,0.1010000000,,0.1310000000,,143.0000000000,233.0000000000,2.7000000000
5/16/2026 7:00:00 PM,2.0000000000,,0.0680000000,1.2560000000,9.3000000000,10.6370000000,,0.4430000000,,0.6150000000,,120.0000000000,175.0000000000,3.6000000000
5/16/2026 8:00:00 PM,2.2000000000,,0.0750000000,0.9730000000,6.2000000000,7.1740000000,,0.2720000000,,0.3800000000,,116.0000000000,179.0000000000,4.0000000000
5/16/2026 9:00:00 PM,2.8000000000,,0.0980000000,0.9510000000,6.6000000000,7.5810000000,,0.3390000000,,0.5110000000,,104.0000000000,158.0000000000,4.0000000000
5/16/2026 10:00:00 PM,2.1000000000,,0.0740000000,1.1580000000,6.0000000000,7.2060000000,,0.2470000000,,0.3560000000,,116.0000000000,153.0000000000,4.7000000000
5/16/2026 11:00:00 PM,2.1000000000,,0.0740000000,1.3770000000,5.9000000000,7.3140000000,,0.2700000000,,0.4070000000,,116.0000000000,158.0000000000,2.8000000000
5/17/2026 12:00:00 AM,2.8000000000,,0.0970000000,1.2370000000,8.8000000000,10.1020000000,,0.4660000000,,0.6750000000,,105.0000000000,170.0000000000,2.0000000000
5/17/2026 1:00:00 AM,3.0000000000,,0.1050000000,1.4250000000,9.2000000000,10.7210000000,,0.4460000000,,0.6420000000,,102.0000000000,185.0000000000,1.8000000000
5/17/2026 2:00:00 AM,2.1000000000,,0.0740000000,1.1650000000,7.0000000000,8.1670000000,,0.3150000000,,0.4400000000,,116.0000000000,272.0000000000,0.8000000000
5/17/2026 3:00:00 AM,3.3000000000,,0.1160000000,1.7460000000,12.0000000000,13.8380000000,,0.5820000000,,0.7840000000,,97.0000000000,165.0000000000,1.8000000000
5/17/2026 4:00:00 AM,3.5000000000,,0.1220000000,2.3810000000,13.2000000000,15.6010000000,,0.6520000000,,0.8550000000,,95.0000000000,207.0000000000,1.3000000000
5/17/2026 5:00:00 AM,3.5000000000,,0.1230000000,3.4610000000,10.0000000000,13.4980000000,,0.4910000000,,0.6480000000,,95.0000000000,260.0000000000,0.7000000000
5/17/2026 6:00:00 AM,4.6000000000,,0.1620000000,2.5310000000,6.2000000000,8.8210000000,,0.3740000000,,0.4570000000,,82.0000000000,250.0000000000,1.7000000000
5/17/2026 7:00:00 AM,5.9000000000,,0.2100000000,5.7170000000,7.6000000000,13.3340000000,,0.4770000000,,0.5620000000,,70.0000000000,239.0000000000,1.8000000000
5/17/2026 8:00:00 AM,5.2000000000,,0.1830000000,4.6630000000,8.5000000000,13.1830000000,,0.4320000000,,0.5240000000,,76.0000000000,222.0000000000,1.6000000000
5/17/2026 9:00:00 AM,4.1000000000,,0.1430000000,11.8790000000,12.0000000000,23.8890000000,,0.3910000000,,0.4570000000,,88.0000000000,312.0000000000,2.6000000000
5/17/2026 10:00:00 AM,2.7000000000,,0.0930000000,4.7130000000,6.7000000000,11.4960000000,,0.2290000000,,0.2620000000,,107.0000000000,334.0000000000,3.0000000000
5/17/2026 11:00:00 AM,2.5000000000,,0.0860000000,4.2710000000,6.7000000000,10.9930000000,,0.2520000000,,0.2800000000,,110.0000000000,256.0000000000,3.8000000000
5/17/2026 12:00:00 PM,2.2000000000,,0.0760000000,3.9690000000,6.4000000000,10.3770000000,,0.1990000000,,0.2140000000,,116.0000000000,333.0000000000,4.3000000000
5/17/2026 1:00:00 PM,3.3000000000,,0.1160000000,2.1900000000,6.7000000000,8.9550000000,,0.3350000000,,0.4060000000,,97.0000000000,184.0000000000,4.2000000000
5/17/2026 2:00:00 PM,2.0000000000,,0.0680000000,3.4960000000,5.7000000000,9.2610000000,,0.1410000000,,0.1530000000,,121.0000000000,286.0000000000,3.8000000000
5/17/2026 3:00:00 PM,1.4000000000,,0.0480000000,1.6440000000,3.4000000000,5.0480000000,,0.1330000000,,0.1370000000,,133.0000000000,303.0000000000,4.3000000000
5/17/2026 4:00:00 PM,1.4000000000,,0.0480000000,2.5150000000,4.2000000000,6.7190000000,,0.1090000000,,0.1270000000,,133.0000000000,290.0000000000,4.0000000000
5/17/2026 5:00:00 PM,1.6000000000,,0.0570000000,1.1020000000,2.1000000000,3.2740000000,,0.1110000000,,0.1370000000,,127.0000000000,260.0000000000,2.9000000000
5/17/2026 6:00:00 PM,1.9000000000,,0.0670000000,0.8290000000,3.0000000000,3.8620000000,,0.1620000000,,0.2050000000,,121.0000000000,243.0000000000,3.3000000000
5/17/2026 7:00:00 PM,2.7000000000,,0.0940000000,0.7780000000,4.6000000000,5.3800000000,,0.2160000000,,0.3430000000,,107.0000000000,219.0000000000,3.9000000000
5/17/2026 8:00:00 PM,3.4000000000,,0.1200000000,1.4490000000,8.8000000000,10.3230000000,,0.4610000000,,0.6290000000,,95.0000000000,242.0000000000,1.6000000000
5/17/2026 9:00:00 PM,3.5000000000,,0.1230000000,1.3750000000,8.5000000000,9.9530000000,,0.4340000000,,0.6430000000,,94.0000000000,269.0000000000,1.0000000000
5/17/2026 10:00:00 PM,4.5000000000,,0.1600000000,1.9830000000,13.4000000000,15.4250000000,,0.5730000000,,0.9450000000,,83.0000000000,235.0000000000,1.0000000000
5/17/2026 11:00:00 PM,5.5000000000,,0.1960000000,3.1560000000,18.8000000000,22.0420000000,,0.9460000000,,1.4120000000,,73.0000000000,151.0000000000,2.2000000000
